2390.0,376,0,0,0,0,0,2498.0,385,0,0,0,0,0
13953.0,245,0,1,30.00,1,30.00,11692.0,190,0,0,0,0,0
9685.0,49,0,2,160.00,2,160.00,13777.0,71,0,0,0,1,130.00
6968.0,20,0,2,160.00,3,460.00,8796.0,24,0,1,30.00,1,130.00
47022.0,76,0,3,460.00,4,960.00,32215.0,53,0,0,0,0,0
323281.0,109,0,3,660.00,1,300.00,246494.0,73,0,0,0,0,0
