2017-07-04,0,0,0,0,6.0100,1
2017-07-06,0,0,0,0,0.0300,1
2017-07-07,0,0,0,0,1.0100,1
2017-07-11,0,0,0.0100,1,0,0
2017-07-17,0,0,0,0,150.0000,1
2017-07-19,0.0300,1,0,0,18.0100,1
2017-07-20,0.0100,1,0.0100,1,0,0
2017-07-21,852.0000,1,532.0300,5,0,0
2017-07-22,6.0100,2,1298.2000,8,0,0
2017-07-24,6.0000,1,0.1500,4,0,0
2017-07-25,168.0500,1,2040.1000,10,0,0
2017-07-26,6.0000,1,1954.1100,6,0,0
2017-07-27,0,0,735.0000,4,150.0100,1
